"Year","Flow","Port","Region","Volume (10^3 m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"2017","Exports","Cardston","MidWest","670486.640000","23668823.320097826025552","54472421.04","41642888.34","2.12","1.71"
"2017","Exports","Chippawa","East","80863.204568","2854548.901998881665513","11857858.40","9160713.02","3.83","3.13"
"2017","Exports","Cornwall","East","80428.164300","2839191.562081683601694","21232090.18","16213264.23","6.87","5.54"
"2017","Exports","Courtright","MidWest","1328.077000","46882.395551513987649","189236.52","147387.85","3.64","2.99"
"2017","Exports","Coutts","MidWest","102549.391200","3620092.149630893142570","9150710.78","6965899.89","2.33","1.87"
"2017","Exports","East Hereford","East","1994708.755784","70415137.750848635123524","384660873.43","295652498.66","5.04","4.09"
"2017","Exports","Elmore","MidWest","16655001.343190","587937567.537447260362823","1967520221.76","1513418565.03","2.98","2.42"
"2017","Exports","Emerson","MidWest","13789068.561526","486767383.659537755084418","1746831103.55","1344788021.79","3.33","2.71"
"2017","Exports","Huntingdon","West","11113456.040454","392315688.045894074521537","1359097492.35","1044790204.76","3.15","2.56"
"2017","Exports","Iroquois","East","3906156.672584","137891087.798575535585946","749406539.23","574464353.82","5.03","4.07"
"2017","Exports","Kingsgate","West","20249682.464029","714833268.757130794299301","2067630640.59","1587508963.29","2.65","2.14"
"2017","Exports","Monchy","MidWest","14735016.509913","520160256.126587837265012","1533103671.00","1176790057.62","2.74","2.22"
"2017","Exports","Napierville","East","89799.609700","3170012.598913295189446","16876727.00","12993688.57","4.90","3.98"
"2017","Exports","Niagara Falls","East","74511.922678","2630342.542106987331176","11883310.88","9173073.82","4.16","3.39"
"2017","Exports","North Portal","MidWest","402.000000","14190.986676004947776","56076.10","42915.89","3.44","2.78"
"2017","Exports","Ojibway (Windsor)","MidWest","31010.850000","1094712.833735293619280","4311816.41","3376525.60","3.62","2.99"
"2017","Exports","Philipsburg","East","370558.230000","13081061.951776061994131","70157297.38","53709803.95","4.93","3.99"
"2017","Exports","Reagan Field","MidWest","3347.700000","118177.030087715830076","255969.27","196076.83","1.67","1.35"
"2017","Exports","Sarnia/Blue Water","MidWest","125819.790000","4441559.610616270072119","20664036.15","16060654.73","4.29","3.52"
"2017","Exports","Sprague","MidWest","123515.797200","4360226.448610271732672","20828054.48","15983987.90","4.43","3.59"
"2017","Exports","St Clair","MidWest","175373.792512","6190863.564324000700358","19837084.52","15556704.38","2.95","2.44"
"2017","Exports","St Stephen","East","180758.051800","6380933.096205005393971","31315966.44","23912670.08","4.55","3.67"
"2017","Exports","Total","Total","85079700.285938","3003395256.607563442886550","10256298128.40","7881715168.38","3.12","2.53"
"2017","Imports","Chippawa","East","1274171.763820","44979488.863958565142893","167651139.92","128862276.87","3.45","2.80"
"2017","Imports","Corunna","MidWest","345422.560000","12193748.623262486656229","52222424.26","39994737.80","3.85","3.11"
"2017","Imports","Courtright","MidWest","6358023.437900","224444343.017328536167828","953005099.97","730877414.23","3.84","3.11"
"2017","Imports","Emerson","MidWest","121386.917392","4285074.943659664838506","15690409.29","12225618.79","3.40","2.79"
"2017","Imports","Huntingdon","West","220650.513958","7789175.382168213319447","28941430.53","22260772.10","3.35","2.72"
"2017","Imports","Iroquois","East","207087.248083","7310379.050538269066697","30060466.72","23015504.94","3.79","3.06"
"2017","Imports","Niagara Falls","East","6628986.816481","234009610.915657529836183","918774373.87","706693189.18","3.62","2.93"
"2017","Imports","Ojibway (Windsor)","MidWest","999570.560000","35285802.235539313975184","150043427.62","115092365.51","3.87","3.13"
"2017","Imports","Sarnia","MidWest","1667912.139149","58878902.844304401606318","232217222.11","177583321.17","3.65","2.94"
"2017","Imports","Sarnia/Blue Water","MidWest","498316.874318","17591064.984764104852313","76148578.14","58062749.03","3.97","3.20"
"2017","Imports","Sault Ste Marie","MidWest","20309.020000","716927.940852532349798","3117178.03","2348135.61","4.01","3.18"
"2017","Imports","St Clair","MidWest","6269502.495504","221319468.604171726471024","858930961.40","659717583.47","3.59","2.91"
"2017","Imports","St Stephen","East","341890.687400","12069070.123242718117555","65282360.54","50663219.18","4.94","4.05"
"2017","Imports","Total","Total","24953231.034005","880873057.529448062399975","3552085072.40","2727396887.89","3.70","3.00"
"2018","Exports","Aden","MidWest","98189.100100","3466169.679721433049597","4894001.72","3784485.07","1.37","1.12"
"2018","Exports","Brunswick","East","431752.330600","15241272.564374834085472","214538391.92","169604174.06","12.57","10.49"
"2018","Exports","Cardston","MidWest","728713.933000","25724302.770701896085250","41122293.95","31665268.05","1.46","1.19"
"2018","Exports","Chippawa","East","164436.655798","5804772.118100073990796","25812929.19","20369127.45","4.10","3.41"
"2018","Exports","Cornwall","East","101101.079400","3568965.349987856469095","26479783.24","20529485.47","6.80","5.56"
"2018","Exports","Courtright","MidWest","13595.405700","479930.898367118707246","2430247.11","1944921.40","4.52","3.81"
"2018","Exports","Coutts","MidWest","140126.622400","4946604.555800936463911","8937880.50","6906752.59","1.66","1.35"
"2018","Exports","East Hereford","East","2430091.020433","85784550.478716344062788","577192575.93","448684749.73","6.19","5.07"
"2018","Exports","Elmore","MidWest","16634503.785902","587213984.048977966551498","1840384169.30","1421133072.39","2.71","2.21"
"2018","Exports","Emerson","MidWest","8794538.163530","310455656.468336449231227","1168244153.98","903845876.34","3.48","2.84"
"2018","Exports","Huntingdon","West","10123471.342175","357368275.949560573626176","1462677306.96","1121193288.27","3.65","2.95"
"2018","Exports","Iroquois","East","4795117.167477","169272248.342160927200655","977617168.98","762412985.84","5.33","4.39"
"2018","Exports","Kingsgate","West","21993491.749823","776391413.881997356663268","1911628595.75","1471500092.32","2.25","1.83"
"2018","Exports","Monchy","MidWest","11928109.462039","421073737.427174115640035","1129549204.75","871497153.03","2.47","2.01"
"2018","Exports","Napierville","East","89187.096300","3148390.286728532779045","18616939.89","14468803.83","5.42","4.44"
"2018","Exports","Niagara Falls","East","107191.266885","3783954.826241605431252","22226982.87","17661822.70","5.40","4.53"
"2018","Exports","North Portal","MidWest","21223.275000","749202.021756688826250","4062935.34","3026651.47","4.97","3.91"
"2018","Exports","Ojibway (Windsor)","MidWest","40039.770000","1413442.394478364746481","5178694.26","4092524.82","3.37","2.81"
"2018","Exports","Philipsburg","East","387659.000000","13684735.581675129483923","46109114.00","35684071.03","3.09","2.52"
"2018","Exports","Reagan Field","MidWest","1647.000000","58140.684217363554718","119042.39","93489.88","1.57","1.30"
"2018","Exports","Sarnia/Blue Water","MidWest","66762.042900","2356764.331484504289765","7063471.01","5468945.66","2.77","2.27"
"2018","Exports","Sprague","MidWest","116599.820000","4116085.801105908533779","19559533.01","15131293.26","4.38","3.58"
"2018","Exports","St Clair","MidWest","230084.087190","8122189.591228981807246","34307534.06","26633688.59","3.87","3.17"
"2018","Exports","St Stephen","East","145618.318000","5140466.692836446407474","32806622.69","25678122.44","5.93","4.89"
"2018","Exports","Total","Total","79583249.494652","2809365256.745731407686947","9581559572.79","7403010845.68","3.08","2.51"
"2018","Imports","Chippawa","East","1193525.360000","42132593.236900519065327","164258331.32","126451500.85","3.60","2.92"
"2018","Imports","Courtright","MidWest","5278187.089200","186325081.234573479658057","839415343.84","647342862.00","4.02","3.27"
"2018","Imports","Emerson","MidWest","372345.613778","13144158.318389259470482","56950787.47","44410774.77","4.00","3.29"
"2018","Imports","Huntingdon","West","195559.764713","6903447.799514541172190","47690453.40","36439086.51","6.18","4.98"
"2018","Imports","Iroquois","East","157584.007034","5562867.025300905399046","25391426.86","19597580.46","4.19","3.42"
"2018","Imports","Kingsgate","West","814.377000","28748.291433444978508","61650.05","46953.58","1.95","1.57"
"2018","Imports","Niagara Falls","East","6641951.671279","234467282.760669362718567","931340119.24","717786995.79","3.66","2.97"
"2018","Imports","Ojibway (Windsor)","MidWest","818037.332100","28877504.677377449180681","121813857.15","94210387.99","3.83","3.13"
"2018","Imports","Sarnia","MidWest","794485.635326","28046107.127334805618764","120421101.64","92617775.42","3.92","3.18"
"2018","Imports","Sarnia/Blue Water","MidWest","196652.038005","6942006.097358640828238","28689992.27","22702734.31","3.84","3.20"
"2018","Imports","Sault Ste Marie","MidWest","21235.600000","749637.106111867336156","3614712.75","2802528.51","4.44","3.64"
"2018","Imports","St Clair","MidWest","6206105.551853","219081495.513000638241189","984255584.09","755973474.71","4.12","3.33"
"2018","Imports","St Stephen","East","700892.199644","24742168.822049263198288","190654034.48","149138625.49","7.04","5.81"
"2018","Imports","Total","Total","22577376.239932","797003098.010014176865493","3514557394.56","2709521280.40","4.02","3.27"
"2019","Exports","Aden","MidWest","78633.200000","2775827.595750329004959","4185847.77","3155851.68","1.46","1.16"
"2019","Exports","Brunswick","East","630157.045900","22245149.856113279374629","286271208.47","215660112.32","11.50","9.14"
"2019","Exports","Cardston","MidWest","563207.880000","19881779.902738789826529","34973572.12","26342936.28","1.62","1.29"
"2019","Exports","Chippawa","East","298552.080981","10539175.630086868606910","38803397.76","29245548.62","3.39","2.69"
"2019","Exports","Cornwall","East","103729.233500","3661741.717688323571422","22982493.15","17313787.19","5.72","4.55"
"2019","Exports","Courtright","MidWest","52704.019087","1860502.568745093166291","5755920.87","4351843.00","2.76","2.20"
"2019","Exports","Coutts","MidWest","184820.062000","6524325.963433851645584","13033933.90","9823427.03","1.84","1.46"
"2019","Exports","East Hereford","East","2372914.936133","83766179.706359538884484","410393019.26","309394914.88","4.50","3.58"
"2019","Exports","Elmore","MidWest","15762660.471300","556437076.434348683132840","1596405040.70","1202544999.20","2.44","1.94"
"2019","Exports","Emerson","MidWest","8995967.994004","317566323.235516721359338","1001842073.77","754539833.50","2.91","2.31"
"2019","Exports","Huntingdon","West","9354798.321583","330233378.950989556563087","1651748017.16","1244696927.48","4.45","3.54"
"2019","Exports","Iroquois","East","4545269.736556","160452393.707250535162334","753405467.82","568184757.13","4.32","3.44"
"2019","Exports","Kingsgate","West","22051969.522109","778455735.492328394963434","2161610968.80","1629534653.91","2.54","2.02"
"2019","Exports","Monchy","MidWest","10057699.170980","355046455.041400968093423","943998355.80","711293782.33","2.45","1.95"
"2019","Exports","Napierville","East","90600.571800","3198287.331473207981949","15474548.77","11650887.93","4.42","3.51"
"2019","Exports","Niagara Falls","East","18016.083869","635985.089897429525151","4459315.87","3353316.28","6.47","5.13"
"2019","Exports","North Portal","MidWest","123418.820000","4356803.060169783506253","17413288.19","13033624.47","3.65","2.88"
"2019","Exports","Philipsburg","East","398699.000000","14074458.200837056408106","54785680.92","41281100.43","3.55","2.82"
"2019","Exports","Reagan Field","MidWest","1706.180000","60229.795141458014444","124319.61","93484.89","1.58","1.25"
"2019","Exports","Sarnia","MidWest","14365.000000","507098.317414952922636","1417958.01","1069215.09","2.59","2.06"
"2019","Exports","Sarnia/Blue Water","MidWest","27247.496300","961862.828228343565902","3739405.98","2825054.18","3.57","2.85"
"2019","Exports","Sault Ste Marie","MidWest","13650.566500","481878.127665222621985","1920010.79","1445926.77","3.60","2.86"
"2019","Exports","Sprague","MidWest","115355.320000","4072153.754045490231501","17994145.37","13558482.12","4.06","3.23"
"2019","Exports","St Clair","MidWest","690997.359010","24392871.430013725013916","79255872.43","59856472.37","2.96","2.36"
"2019","Exports","St Stephen","East","58943.991300","2080779.589972267564339","7185318.60","5409015.28","3.16","2.51"
"2019","Exports","Total","Total","76606084.062912","2704268453.327609870711446","9129179181.87","6879659954.35","3.04","2.41"
"2019","Imports","Chippawa","East","1214528.487274","42874023.832173579065664","142724578.08","107533572.04","3.07","2.44"
"2019","Imports","Courtright","MidWest","6156720.469718","217338154.611082242768879","797951363.45","601333762.30","3.26","2.59"
"2019","Imports","East Hereford","East","13944.160593","492242.281550587690408","2442479.07","1845101.78","4.70","3.75"
"2019","Imports","Emerson","MidWest","385555.339738","13610474.350956514863066","46444086.83","35035088.43","3.14","2.50"
"2019","Imports","Huntingdon","West","600033.861680","21181772.478240487096755","128655348.64","97028380.85","5.51","4.39"
"2019","Imports","Iroquois","East","396036.961810","13980485.692167140170178","51985505.40","39127651.06","3.41","2.71"
"2019","Imports","Kingsgate","West","14152.190000","499585.919717140452643","1429392.26","1091055.84","2.62","2.11"
"2019","Imports","Niagara Falls","East","6276042.050257","221550321.177223536986700","749975603.49","564973779.73","3.12","2.48"
"2019","Imports","North Portal","MidWest","15493.800000","546946.043185784726257","1216312.15","919149.90","1.58","1.26"
"2019","Imports","Ojibway (Windsor)","MidWest","673683.652912","23781680.951036153833102","81656685.71","61514151.61","3.12","2.48"
"2019","Imports","Sarnia","MidWest","660405.828772","23312960.987212579568343","86741047.75","65302146.59","3.36","2.67"
"2019","Imports","Sarnia/Blue Water","MidWest","72687.956687","2565954.788187168523963","9424907.47","7100787.26","3.32","2.64"
"2019","Imports","Sault Ste Marie","MidWest","59990.500000","2117722.353698693581997","8870304.04","6669343.93","3.81","3.02"
"2019","Imports","St Clair","MidWest","8037201.068079","283720928.531049314031478","1060778200.85","799546203.24","3.38","2.69"
"2019","Imports","St Stephen","East","973641.377728","34370477.160560070940777","180038117.35","135638699.60","4.77","3.79"
"2019","Imports","Total","Total","25550117.705248","901943731.158040994300210","3350333932.55","2524658874.16","3.36","2.67"
"2020","Exports","Aden","MidWest","72387.040000","2555332.139690142276990","5944170.47","4451238.06","2.23","1.76"
"2020","Exports","Brunswick","East","800821.984600","28269786.351518506176249","218255051.33","164872754.44","6.90","5.50"
"2020","Exports","Cardston","MidWest","691628.442300","24415149.277177504532627","60782523.12","45093932.99","2.30","1.80"
"2020","Exports","Chippawa","East","671488.324903","23704183.760675010872664","63313691.55","47416554.84","2.46","1.94"
"2020","Exports","Cornwall","East","88583.742100","3127091.303113827245548","15316978.96","11536325.26","4.45","3.54"
"2020","Exports","Courtright","MidWest","206586.734100","7292710.425503674124093","24180300.75","18326591.15","2.95","2.36"
"2020","Exports","Coutts","MidWest","188911.563800","6668759.912510096075093","15312681.15","11450492.28","2.13","1.68"
"2020","Exports","East Hereford","East","2189117.598797","77277956.907303910216858","246011945.06","184489491.13","2.92","2.31"
"2020","Exports","Elmore","MidWest","13802144.591800","487228980.105789922563740","1124805401.94","843513864.32","1.95","1.55"
"2020","Exports","Emerson","MidWest","7439063.038219","262606080.739618693129951","715404442.42","536944319.58","2.50","1.98"
"2020","Exports","Highwater","East","99142.576000","3499828.296121412716253","14947792.07","11598903.85","3.92","3.21"
"2020","Exports","Huntingdon","West","9327885.081385","329283315.684676276058897","1014338444.12","763540330.24","2.74","2.18"
"2020","Exports","Iroquois","East","4129665.194625","145781153.615136205231092","466657965.01","353049591.65","2.93","2.34"
"2020","Exports","Kingsgate","West","22794655.563786","804673267.138828798806483","2146035887.72","1610420114.98","2.44","1.93"
"2020","Exports","Monchy","MidWest","6861679.409831","242223883.283406006246746","626832639.72","469331058.18","2.32","1.83"
"2020","Exports","Napierville","East","76174.252300","2689024.376726217035951","9572421.29","7181592.20","3.24","2.56"
"2020","Exports","Niagara Falls","East","68208.244551","2407816.640838129557351","7633869.53","5915924.47","2.91","2.38"
"2020","Exports","North Portal","MidWest","335.000000","11825.822230004123147","33850.00","25437.08","2.53","2.00"
"2020","Exports","Philipsburg","East","366814.800000","12948915.272043332636722","41631126.00","31253857.99","2.93","2.32"
"2020","Exports","Sarnia","MidWest","4567.773400","161246.794672661240673","774872.14","592338.16","4.36","3.51"
"2020","Exports","Sarnia/Blue Water","MidWest","4481.119000","158187.811001474168167","391622.51","287866.14","2.27","1.76"
"2020","Exports","Sprague","MidWest","108704.070000","3837358.231337087472944","15500326.84","11595216.94","3.70","2.92"
"2020","Exports","St Clair","MidWest","921376.157310","32525464.606902608882239","87719828.00","65778708.99","2.44","1.93"
"2020","Exports","St Stephen","East","5453.354080","192508.644499545323607","950011.97","730518.78","4.44","3.60"
"2020","Exports","Total","Total","70919875.656887","2503539827.141321046714085","6922347843.69","5199397023.71","2.48","1.96"
"2020","Imports","Chippawa","East","1274495.045959","44990901.034424085987424","120920034.00","90673716.19","2.49","1.97"
"2020","Imports","Courtright","MidWest","4114888.559070","145259524.166685493846270","408174560.61","305362728.69","2.49","1.97"
"2020","Imports","East Hereford","East","990.181029","34954.342759631514437","108960.68","82125.20","2.89","2.30"
"2020","Imports","Emerson","MidWest","236577.030642","8351396.740520985715784","22079697.13","16530822.59","2.42","1.91"
"2020","Imports","Huntingdon","West","329340.587030","11626039.508483527159120","37095534.73","28010198.73","2.89","2.30"
"2020","Imports","Iroquois","East","467028.680489","16486561.647093460002524","45290492.39","33703326.44","2.51","1.97"
"2020","Imports","Kingsgate","West","782.140000","27610.294325299775767","82904.93","63951.49","2.72","2.21"
"2020","Imports","Niagara Falls","East","6143618.161119","216875630.514680964026715","532556592.16","397722722.10","2.26","1.78"
"2020","Imports","North Portal","MidWest","35761.300000","1262408.288101034176974","2583895.04","1946047.45","1.49","1.19"
"2020","Imports","Ojibway (Windsor)","MidWest","507172.715897","17903684.710765098927403","57252275.40","42938892.80","2.87","2.27"
"2020","Imports","Sarnia","MidWest","208687.784421","7366879.522794537105539","20832935.10","15780248.57","2.59","2.07"
"2020","Imports","Sarnia/Blue Water","MidWest","40481.845900","1429048.098972600805420","3520803.58","2596534.29","2.21","1.72"
"2020","Imports","Sault Ste Marie","MidWest","53195.200000","1877841.727431389050484","5267814.95","3907625.06","2.56","2.00"
"2020","Imports","St Clair","MidWest","8213551.382654","289946264.263494851707527","835701504.55","627149370.80","2.59","2.05"
"2020","Imports","St Stephen","East","1143736.281980","40374990.891645815565143","153165146.77","114982549.30","3.45","2.73"
"2020","Imports","Total","Total","22770306.896190","803813735.752178775366531","2244633152.02","1681450859.69","2.53","2.00"
"2021","Exports","Aden","MidWest","71758.520000","2533144.779128941705397","9139650.24","7293653.94","3.51","2.96"
"2021","Exports","Brunswick","East","622719.861800","21982610.103700105620472","189294503.01","149454155.24","7.69","6.41"
"2021","Exports","Cardston","MidWest","712543.372800","25153466.441493597817535","100124360.39","80067603.81","3.68","3.10"
"2021","Exports","Chippawa","East","762349.653227","26911676.048262063044661","131031919.53","104755237.10","4.49","3.79"
"2021","Exports","Cornwall","East","89136.445400","3146602.261238414224294","19603452.69","15520700.04","5.65","4.72"
"2021","Exports","Courtright","MidWest","249291.203200","8800219.261334432840612","47827738.79","38225448.57","4.84","4.08"
"2021","Exports","Coutts","MidWest","169471.428000","5982504.419680427452282","21472541.44","17195172.90","3.32","2.81"
"2021","Exports","East Hereford","East","2286095.180749","80701358.831065128862386","487259245.71","386822221.69","5.54","4.64"
"2021","Exports","Elmore","MidWest","15624358.818100","551554895.046710232760351","2886077543.40","2294729049.15","4.43","3.72"
"2021","Exports","Emerson","MidWest","10619904.499384","374892843.908466017881734","1714937045.88","1366052215.46","4.18","3.51"
"2021","Exports","Highwater","East","232901.810000","8221657.916734915192967","47678586.94","37785796.81","5.32","4.45"
"2021","Exports","Huntingdon","West","10900085.239063","384783493.519555320843031","1932529182.93","1538234265.37","4.49","3.77"
"2021","Exports","Iroquois","East","4423247.907240","156144905.761964202000343","859579660.88","680055795.76","5.04","4.21"
"2021","Exports","Kingsgate","West","23075474.812241","814586456.723880112284735","3449514996.42","2747110142.99","3.88","3.26"
"2021","Exports","Monchy","MidWest","7305433.580073","257888832.331480268174152","1227221646.36","976864660.35","4.31","3.62"
"2021","Exports","Napierville","East","79990.402200","2823738.138876808115248","15585097.67","12371496.88","5.02","4.20"
"2021","Exports","Niagara Falls","East","115663.322722","4083026.546393936141966","18410502.22","14631181.90","4.15","3.48"
"2021","Exports","North Portal","MidWest","324.000000","11437.511649317420594","35762.00","28300.14","2.76","2.30"
"2021","Exports","Ojibway (Windsor)","MidWest","523592.212700","18483308.741506588571519","91947558.76","73354398.38","4.58","3.85"
"2021","Exports","Philipsburg","East","548486.221000","19362091.179560460663424","91128666.50","72551935.11","4.29","3.60"
"2021","Exports","Sarnia","MidWest","66097.296500","2333298.144157832012603","14006412.19","11151447.60","5.44","4.57"
"2021","Exports","Sarnia/Blue Water","MidWest","356.769900","12594.320640048800048","68967.20","54912.67","4.96","4.16"
"2021","Exports","Sprague","MidWest","104836.880000","3700842.704562013905741","18995218.78","15081741.77","4.68","3.92"
"2021","Exports","St Clair","MidWest","938486.822072","33129487.531417856073669","207634775.91","165515232.65","5.67","4.77"
"2021","Exports","St Stephen","East","25702.004539","907305.482486486791773","9053202.17","7132823.86","9.04","7.52"
"2021","Exports","Total","Total","79548308.262910","2808131797.655945529201537","13590158238.04","10812039590.12","4.34","3.64"
"2021","Imports","Chippawa","East","1489743.547885","52589380.195772074397397","247939666.44","197694802.77","4.39","3.69"
"2021","Imports","Courtright","MidWest","3352422.851587","118343751.291556292325812","597165271.74","475615237.03","4.49","3.77"
"2021","Imports","Emerson","MidWest","88277.148199","3116268.243501798936991","13617902.28","10847594.61","3.99","3.36"
"2021","Imports","Huntingdon","West","362214.876821","12786533.559247722381903","67919637.88","53671673.06","4.78","3.98"
"2021","Imports","Iroquois","East","372917.786064","13164356.550446486565788","61791167.82","49357988.67","4.29","3.62"
"2021","Imports","Kingsgate","West","98.000000","3459.494264299713638","11171.61","8797.24","2.96","2.46"
"2021","Imports","Niagara Falls","East","5381114.889816","189958531.600573852436085","835944904.17","666164941.21","4.05","3.41"
"2021","Imports","North Portal","MidWest","29451.000000","1039648.628345825167038","6682261.82","5336629.40","4.62","3.90"
"2021","Imports","Ojibway (Windsor)","MidWest","590031.693221","20828686.310745895204142","97635007.62","77781287.76","4.30","3.62"
"2021","Imports","Sarnia","MidWest","504655.313226","17814817.975037983834967","90877919.92","72146443.15","4.62","3.87"
"2021","Imports","Sarnia/Blue Water","MidWest","26798.136640","946000.000000000000000","4546878.85","3553915.00","4.56","3.76"
"2021","Imports","Sault Ste Marie","MidWest","54969.400000","1940472.693999966111065","8218516.56","6550069.13","3.87","3.25"
"2021","Imports","St Clair","MidWest","9961661.654742","351656238.341574931233462","1703482537.51","1353377230.11","4.37","3.67"
"2021","Imports","St Stephen","East","1289200.027251","45510001.018468051217354","288344410.51","229315727.45","5.81","4.87"
"2021","Imports","Total","Total","23503556.325452","829698145.903535179525642","4024177254.72","3201422336.62","4.40","3.70"
